catalogue_ticker,company_name,catalogue_country,catalogue_exchange_hint,catalogue_is_us_listed,resolution_status,resolution_note,exchange_code,mic,symbol,symbol_format,security_kind,listing_country,currency,figi,share_class_figi,isin,is_primary,is_us,confidence,source
0R4Y,Aena SME SA,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,OOTC,ANNSF,us,ordinary,US,USD,BBG008KNDLQ0,BBG003T4Y489,,false,true,0.8,finnhub_directory
0R4Y,Aena SME SA,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,OOTC,ANYYY,us,adr,US,USD,BBG00G5L9M13,BBG00G5L9MR5,,false,true,0.75,finnhub_directory
0R6R,Axfood AB,GB,LSE,false,resolved,resolved without an exchange filter to LO,LO,,0R6R,unknown,ordinary,,,BBG007R9HLQ2,BBG001SB5BK0,,true,false,0.8,openfigi
0R6R,Axfood AB,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,OOTC,AXFOF,us,ordinary,US,USD,BBG000DVM216,BBG001SB5BK0,,false,true,0.8,finnhub_directory
0R6R,Axfood AB,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,OOTC,AXFOY,us,adr,US,USD,BBG000GDSWS2,BBG001T0JZS7,,false,true,0.75,finnhub_directory
0R87,Assa Abloy L,GB,LSE,false,resolved,resolved without an exchange filter to LO,LO,,0R87,unknown,ordinary,,,BBG000S9F1R1,BBG001S66J50,,true,false,0.8,openfigi
0R87,Assa Abloy L,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,OOTC,ASAZF,us,ordinary,US,USD,BBG000P89NM0,BBG001S66J50,,false,true,0.8,finnhub_directory
0R9U,PayPal Holdings Inc,GB,LSE,false,resolved,"likely renamed: catalogue says ""PayPal Holdings Inc"", venue says ""PAYPAL HOLDINGS INC - CDI""",LN,XLON,0R9U,numeric_suffixed,ordinary,GB,GBP,BBG00JPR28T0,BBG0077VNXW5,,true,false,0.6,openfigi
0R9U,PayPal Holdings Inc,GB,LSE,false,resolved,"likely renamed: catalogue says ""PayPal Holdings Inc"", venue says ""PAYPAL HOLDINGS INC - CDI""",US,XNAS,PYPL,us,ordinary,US,USD,BBG0077VNXV6,BBG0077VNXW5,,false,true,0.6,finnhub_directory
0RD1,Camurus AB,GB,LSE,false,resolved,,LN,XLON,0RD1,numeric_suffixed,ordinary,GB,GBP,BBG00JHW74G6,BBG00732K0F7,,true,false,0.95,openfigi
0RD1,Camurus AB,GB,LSE,false,resolved,,US,OOTC,CAMRF,us,ordinary,US,USD,BBG00HZ5C400,BBG00732K0F7,,false,true,0.9,finnhub_directory
0REH,Frontline Plc,GB,LSE,false,resolved,resolved without an exchange filter to LO,LO,,0REH,unknown,ordinary,,,BBG00CTF33M4,BBG001S66K75,,true,false,0.8,openfigi
0REH,Frontline Plc,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,XNYS,FRO,us,ordinary,US,USD,BBG000BTQNQ6,BBG001S66K75,,false,true,0.8,finnhub_directory
0REQ,Per Aarsleff Holding A/S,GB,LSE,false,resolved,resolved without an exchange filter to LO,LO,,0REQ,unknown,ordinary,,,BBG00NRVWNS5,BBG001SB30P1,,true,false,0.8,openfigi
0RG1,Technogym SpA,GB,LSE,false,resolved,resolved without an exchange filter to LO,LO,,0RG1,unknown,ordinary,,,BBG00YRWYVN4,BBG001T30ZN6,,true,false,0.8,openfigi
0RG1,Technogym SpA,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,OOTC,TCCHF,us,ordinary,US,USD,BBG00LBX51H2,BBG001T30ZN6,,false,true,0.8,finnhub_directory
0RGT,William Demant Holding AS,GB,LSE,false,resolved,resolved by name search to WDHDKK on WT,WT,,WDHDKK,unknown,ordinary,,,BBG00NR9BWW2,BBG001S6BY88,,true,false,0.7,openfigi
0RGT,William Demant Holding AS,GB,LSE,false,resolved,resolved by name search to WDHDKK on WT,US,OOTC,WILLF,us,ordinary,US,USD,BBG000PBDTM5,BBG001S6BY88,,false,true,0.7,finnhub_directory
0RKF,Construcciones y Auxiliar de Ferrocarriles SA,GB,LSE,false,unresolved,no identifier matched this ticker and name,,,,,,,,,,,,,,
0RMV,TechnipFMC PLC,GB,LSE,false,resolved,resolved without an exchange filter to LO,LO,,0RMV,unknown,ordinary,,,BBG00GD8B9B8,BBG00DL8NMT5,,true,false,0.8,openfigi
0RMV,TechnipFMC PLC,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,XNYS,FTI,us,ordinary,US,USD,BBG00DL8NMV2,BBG00DL8NMT5,,false,true,0.8,finnhub_directory
0RQ9,Lundin Mining Corporation,GB,LSE,false,resolved,resolved without an exchange filter to LO,LO,,0RQ9,unknown,ordinary,,,BBG00GXQ3TM9,BBG001SC6W94,,true,false,0.8,openfigi
0RQ9,Lundin Mining Corporation,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,OOTC,LUNMF,us,ordinary,US,USD,BBG000PFSLZ3,BBG001SC6W94,,false,true,0.8,finnhub_directory
0RQ9,Lundin Mining Corporation,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,OOTC,LNDMY,us,adr,US,USD,BBG01VWMHQ37,BBG01VWMHR08,,false,true,0.75,finnhub_directory
0RR8,Baker Hughes Co,GB,LSE,false,resolved,,LN,XLON,0RR8,numeric_suffixed,ordinary,GB,GBP,BBG00JRY9SF7,BBG00GBVBK60,,true,false,0.95,openfigi
0RR8,Baker Hughes Co,GB,LSE,false,resolved,,US,XNAS,BKR,us,ordinary,US,USD,BBG00GBVBK51,BBG00GBVBK60,,false,true,0.9,finnhub_directory
0RV0,Reply SpA,GB,LSE,false,resolved,resolved without an exchange filter to LO,LO,,0RV0,unknown,ordinary,,,BBG00NRVWQ35,BBG001SF3ZQ4,,true,false,0.8,openfigi
0RV0,Reply SpA,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,OOTC,RPYTF,us,ordinary,US,USD,BBG00NZTQZG4,BBG001SF3ZQ4,,false,true,0.8,finnhub_directory
0RYA,Ryanair Holdings,GB,LSE,false,resolved,,LN,XLON,0RYA,numeric_suffixed,ordinary,GB,GBP,BBG000H2BG08,BBG001S8FHN0,,true,false,0.95,openfigi
0RYA,Ryanair Holdings,GB,LSE,false,resolved,,US,OOTC,RYAOF,us,ordinary,US,USD,BBG000PB54D9,BBG001S8FHN0,,false,true,0.9,finnhub_directory
0SPT,Spotify Technology SA,GB,LSE,false,resolved,,LN,XLON,0SPT,numeric_suffixed,ordinary,GB,GBP,BBG00KH6T5V6,BBG003T4VFD1,,true,false,0.95,openfigi
0SPT,Spotify Technology SA,GB,LSE,false,resolved,,US,XNYS,SPOT,us,ordinary,US,USD,BBG003T4VFC2,BBG003T4VFD1,,false,true,0.9,finnhub_directory
0TCU,Howmet Aerospace Inc.,GB,LSE,false,resolved,,LN,XLON,0TCU,numeric_suffixed,ordinary,GB,GBP,BBG00ZVXQ4Q0,BBG00DYNJH69,,true,false,0.95,openfigi
0TCU,Howmet Aerospace Inc.,GB,LSE,false,resolved,,US,XNYS,HWM,us,ordinary,US,USD,BBG00DYNJGH9,BBG00DYNJH69,,false,true,0.9,finnhub_directory
0U3Q,"InterDigital, Inc.",GB,LSE,false,resolved,,LN,XLON,0U3Q,numeric_suffixed,ordinary,GB,GBP,BBG00LG7FXB9,BBG001S8DV79,,true,false,0.95,openfigi
0U3Q,"InterDigital, Inc.",GB,LSE,false,resolved,,US,XNAS,IDCC,us,ordinary,US,USD,BBG000HLJ7M4,BBG001S8DV79,,false,true,0.9,finnhub_directory
0UGS,Alamos Gold Inc.,GB,LSE,false,resolved,,LN,XLON,0UGS,numeric_suffixed,ordinary,GB,GBP,BBG00JVRKPJ6,BBG009HT65S0,,true,false,0.95,openfigi
0UGS,Alamos Gold Inc.,GB,LSE,false,resolved,,US,XNYS,AGI,us,ordinary,US,USD,BBG009HT6BL4,BBG009HT65S0,,false,true,0.9,finnhub_directory
0UP5,Centerra Gold Inc.,GB,LSE,false,resolved,,LN,XLON,0UP5,numeric_suffixed,ordinary,GB,GBP,BBG00JVRLCY7,BBG001SLVFY5,,true,false,0.95,openfigi
0UP5,Centerra Gold Inc.,GB,LSE,false,resolved,,US,XNYS,CGAU,us,ordinary,US,USD,BBG000QWM2M7,BBG001SLVFY5,,false,true,0.9,finnhub_directory
0XGN,IAMGOLD Corporation,GB,LSE,false,resolved,,LN,XLON,0XGN,numeric_suffixed,ordinary,GB,GBP,BBG00LJZ6455,BBG001S8SMV6,,true,false,0.95,openfigi
0XGN,IAMGOLD Corporation,GB,LSE,false,resolved,,US,XNYS,IAG,us,ordinary,US,USD,BBG000LL9LQ5,BBG001S8SMV6,,false,true,0.9,finnhub_directory
0XHL,Aon PLC,GB,LSE,false,resolved,,LN,XLON,0XHL,numeric_suffixed,ordinary,GB,GBP,BBG00Z744920,BBG00SSQFPR9,,true,false,0.95,openfigi
0XHL,Aon PLC,GB,LSE,false,resolved,,US,XNYS,AON,us,ordinary,US,USD,BBG00SSQFPK6,BBG00SSQFPR9,,false,true,0.9,finnhub_directory
0XNH,"DocuSign, Inc.",GB,LSE,false,resolved,,LN,XLON,0XNH,numeric_suffixed,ordinary,GB,GBP,BBG00LG7FQD2,BBG001T535D5,,true,false,0.95,openfigi
0XNH,"DocuSign, Inc.",GB,LSE,false,resolved,,US,XNAS,DOCU,us,ordinary,US,USD,BBG000N7KJX8,BBG001T535D5,,false,true,0.9,finnhub_directory
0XXV,Atlas Copco AB Series B,GB,LSE,false,resolved,resolved without an exchange filter to LO,LO,,0XXV,unknown,ordinary,,,BBG00NRVWV25,BBG001S61XR0,,true,false,0.8,openfigi
0XXV,Atlas Copco AB Series B,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,OOTC,ATLFF,us,ordinary,US,USD,BBG009HXRGS4,BBG001S61XR0,,false,true,0.8,finnhub_directory
0XXV,Atlas Copco AB Series B,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,OOTC,ATLKY,us,adr,US,USD,BBG000BB6HW3,BBG001S5TM87,,false,true,0.75,finnhub_directory
0XXV,Atlas Copco AB Series B,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,OOTC,ATLPF,us,ordinary,US,USD,BBG018KB6YH5,BBG001S5TDF9,,false,true,0.75,finnhub_directory
0Y2S,Trane Technologies PLC,GB,LSE,false,resolved,resolved without an exchange filter to LO,LO,,0Y2S,unknown,ordinary,,,BBG016HSHDX2,BBG001S5SBV6,,true,false,0.8,openfigi
0Y2S,Trane Technologies PLC,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,XNYS,TT,us,ordinary,US,USD,BBG000BM6788,BBG001S5SBV6,,false,true,0.8,finnhub_directory
0Y3K,Eaton Corporation PLC,GB,LSE,false,resolved,,LN,XLON,0Y3K,numeric_suffixed,ordinary,GB,GBP,BBG00JRY93Y1,BBG001S5QZ45,,true,false,0.95,openfigi
0Y3K,Eaton Corporation PLC,GB,LSE,false,resolved,,US,XNYS,ETN,us,ordinary,US,USD,BBG000BJ3PD2,BBG001S5QZ45,,false,true,0.9,finnhub_directory
0Y5C,Allegion PLC,GB,LSE,false,resolved,,LN,XLON,0Y5C,numeric_suffixed,ordinary,GB,GBP,BBG00JRY9433,BBG003PS7JW0,,true,false,0.95,openfigi
0Y5C,Allegion PLC,GB,LSE,false,resolved,,US,XNYS,ALLE,us,ordinary,US,USD,BBG003PS7JV1,BBG003PS7JW0,,false,true,0.9,finnhub_directory
0Y9S,Check Point Software Technologies Ltd.,GB,LSE,false,resolved,,LN,XLON,0Y9S,numeric_suffixed,ordinary,GB,GBP,BBG00JRY94S6,BBG001SB85K0,,true,false,0.95,openfigi
0Y9S,Check Point Software Technologies Ltd.,GB,LSE,false,resolved,,US,XNAS,CHKP,us,ordinary,US,USD,BBG000K82ZT8,BBG001SB85K0,,false,true,0.9,finnhub_directory
0YAA,Nova Ltd.,GB,LSE,false,resolved,,LN,XLON,0YAA,numeric_suffixed,ordinary,GB,GBP,BBG00JVRMYP8,BBG001SD4C89,,true,false,0.95,openfigi
0YAA,Nova Ltd.,GB,LSE,false,resolved,,US,XNAS,NVMI,us,ordinary,US,USD,BBG000BSY1Y8,BBG001SD4C89,,false,true,0.9,finnhub_directory
0YP5,Adyen NV,GB,LSE,false,resolved,resolved without an exchange filter to LO,LO,,0YP5,unknown,ordinary,,,BBG00NRVWTM8,BBG00389H4K6,,true,false,0.8,openfigi
0YP5,Adyen NV,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,OOTC,ADYYF,us,ordinary,US,USD,BBG00L4VQ5K8,BBG00389H4K6,,false,true,0.8,finnhub_directory
0YP5,Adyen NV,GB,LSE,false,resolved,resolved without an exchange filter to LO,US,OOTC,ADYEY,us,adr,US,USD,BBG00QB3LQG5,BBG00QB3LR64,,false,true,0.75,finnhub_directory
0YSU,Epiroc AB Class A,GB,LSE,false,resolved,,LN,XLON,0YSU,numeric_suffixed,ordinary,GB,GBP,BBG00LK81QN9,BBG00JWT5W76,,true,false,0.95,openfigi
0YSU,Epiroc AB Class A,GB,LSE,false,resolved,,US,OOTC,EPIAF,us,ordinary,US,USD,BBG00LMY0LP0,BBG00JWT5W76,,false,true,0.9,finnhub_directory
0YSU,Epiroc AB Class A,GB,LSE,false,resolved,,US,OOTC,EPOAY,us,adr,US,USD,BBG01TCJQX81,BBG01TCJQYC4,,false,true,0.75,finnhub_directory
0YSU,Epiroc AB Class A,GB,LSE,false,resolved,,US,OOTC,EPIPF,us,ordinary,US,USD,BBG00N20FM83,BBG00KRMTPX4,,false,true,0.75,finnhub_directory
0YSV,Epiroc AB Class B,GB,LSE,false,resolved,,LN,XLON,0YSV,numeric_suffixed,ordinary,GB,GBP,BBG00LN7HYR0,BBG00KRMTPX4,,true,false,0.95,openfigi
0YSV,Epiroc AB Class B,GB,LSE,false,resolved,,US,OOTC,EPIPF,us,ordinary,US,USD,BBG00N20FM83,BBG00KRMTPX4,,false,true,0.9,finnhub_directory
0YSV,Epiroc AB Class B,GB,LSE,false,resolved,,US,OOTC,EPOAY,us,adr,US,USD,BBG01TCJQX81,BBG01TCJQYC4,,false,true,0.75,finnhub_directory
0YSV,Epiroc AB Class B,GB,LSE,false,resolved,,US,OOTC,EPIAF,us,ordinary,US,USD,BBG00LMY0LP0,BBG00JWT5W76,,false,true,0.75,finnhub_directory
1299,AIA Group Ltd,HK,SEHK,false,resolved,,HK,XHKG,1299,numeric_suffixed,ordinary,HK,HKD,BBG0016XR1Q8,BBG001T6WWK4,,true,false,0.95,openfigi
1299,AIA Group Ltd,HK,SEHK,false,resolved,,US,OOTC,AAIGF,us,ordinary,US,USD,BBG001BDZ212,BBG001T6WWK4,,false,true,0.9,finnhub_directory
1585,Yadea Group Holdings Ltd,HK,SEHK,false,resolved,,HK,XHKG,1585,numeric_suffixed,ordinary,HK,HKD,BBG00CW0KK19,BBG00CW0KK00,,true,false,0.95,openfigi
1585,Yadea Group Holdings Ltd,HK,SEHK,false,resolved,,US,OOTC,YADGF,us,ordinary,US,USD,BBG00YLW6C26,BBG00CW0KK00,,false,true,0.9,finnhub_directory
1909,Nippon Dry Chemical,CA,TSE,false,resolved,,JT,XTKS,1909,numeric_suffixed,ordinary,JP,JPY,BBG001QFB8Z7,BBG001S6V8G4,,true,false,0.95,openfigi
1913,Prada SpA,HK,SEHK,false,resolved,,HK,XHKG,1913,numeric_suffixed,ordinary,HK,HKD,BBG001736ST4,BBG001S2CK04,,true,false,0.95,openfigi
1913,Prada SpA,HK,SEHK,false,resolved,,US,OOTC,PRDSF,us,ordinary,US,USD,BBG00280GRB7,BBG001S2CK04,,false,true,0.9,finnhub_directory
2318,Ping An Insurance,HK,SEHK,false,resolved,,HK,XHKG,2318,numeric_suffixed,ordinary,HK,HKD,BBG000GD4N44,BBG001SJZWR7,,true,false,0.95,openfigi
2318,Ping An Insurance,HK,SEHK,false,resolved,,US,OOTC,PIAIF,us,ordinary,US,USD,BBG000H4HGB6,BBG001SJZWR7,,false,true,0.9,finnhub_directory
2318,Ping An Insurance,HK,SEHK,false,resolved,,US,OOTC,PNGAY,us,adr,US,USD,BBG000GYQNV4,BBG001SLJVN6,,false,true,0.75,finnhub_directory
2328,PICC Property & Casualty-H,HK,SEHK,false,resolved,,HK,XHKG,2328,numeric_suffixed,ordinary,HK,HKD,BBG000BYRGX1,BBG001SD47H0,,true,false,0.95,openfigi
2328,PICC Property & Casualty-H,HK,SEHK,false,resolved,,US,OOTC,PPCCF,us,ordinary,US,USD,BBG000C50D41,BBG001SD47H0,,false,true,0.9,finnhub_directory
2601,China Pacific Insurance,HK,SEHK,false,resolved,"name match 0.94 against ""CHINA PACIFIC INSURANCE GR-H""",HK,XHKG,2601,numeric_suffixed,ordinary,HK,HKD,BBG000KVB7C7,BBG001T1LPC1,,true,false,0.95,openfigi
2601,China Pacific Insurance,HK,SEHK,false,resolved,"name match 0.94 against ""CHINA PACIFIC INSURANCE GR-H""",US,OOTC,CHPXF,us,ordinary,US,USD,BBG000Q7QB66,BBG001T1LPC1,,false,true,0.9,finnhub_directory
2628,China Life Insurance Co Ltd,HK,SEHK,false,resolved,,HK,XHKG,2628,numeric_suffixed,ordinary,HK,HKD,BBG000FD8023,BBG001SGXPY2,,true,false,0.95,openfigi
2628,China Life Insurance Co Ltd,HK,SEHK,false,resolved,,US,OOTC,CILJF,us,ordinary,US,USD,BBG000F3HVJ9,BBG001SGXPY2,,false,true,0.9,finnhub_directory
2628,China Life Insurance Co Ltd,HK,SEHK,false,resolved,,US,OOTC,NWWCF,us,ordinary,US,USD,BBG00S01ZMQ0,BBG0028VY3L1,,false,true,0.75,finnhub_directory
2670,ABC-Mart Inc,CA,TSE,false,resolved,,JT,XTKS,2670,numeric_suffixed,ordinary,JP,JPY,BBG000C4J0X0,BBG001SFTBB5,,true,false,0.95,openfigi
2670,ABC-Mart Inc,CA,TSE,false,resolved,,US,OOTC,AMKYF,us,ordinary,US,USD,BBG000C2BWM4,BBG001SFTBB5,,false,true,0.9,finnhub_directory
2875,Toyo Suisan Kaisha Ltd,CA,TSE,false,resolved,,JT,XTKS,2875,numeric_suffixed,ordinary,JP,JPY,BBG000BCV808,BBG001S6C884,,true,false,0.95,openfigi
2875,Toyo Suisan Kaisha Ltd,CA,TSE,false,resolved,,US,OOTC,TSUKF,us,ordinary,US,USD,BBG000Q6X3J4,BBG001S6C884,,false,true,0.9,finnhub_directory
600004,Guangzhou Baiyun International Airport Co Ltd,US,SHSE,false,resolved,"name match 0.88 against ""GUANGZHOU BAIYUN INTERNATI-A""",C1,XSHG,600004,numeric_suffixed,ordinary,CN,CNY,BBG00709H9L3,BBG001SLHP42,,true,false,0.95,openfigi
600009,Shanghai International Airport Co Ltd,US,SHSE,false,resolved,"name match 0.94 against ""SHANGHAI INTERNATIONAL AIR-A""",C1,XSHG,600009,numeric_suffixed,ordinary,CN,CNY,BBG00709H9V2,BBG001S6JP70,,true,false,0.95,openfigi
600897,Xiamen International Airport Co Ltd,US,SHSE,false,resolved,"name match 0.94 against ""XIAMEN INTERNATIONAL AIR-A""",C1,XSHG,600897,numeric_suffixed,ordinary,CN,CNY,BBG00709J6J0,BBG001S915Q6,,true,false,0.95,openfigi
603529,AIMA Technology Group Co Ltd,US,SHSE,false,resolved,,C1,XSHG,603529,numeric_suffixed,ordinary,CN,CNY,BBG013Y4D2H9,BBG00LBR52H3,,true,false,0.95,openfigi
603558,Zhejiang Jasan Holding Group Co Ltd,US,SHSE,false,resolved,resolved without an exchange filter to CH,CH,,603558,unknown,ordinary,,,BBG006G2NQM7,BBG006G2NQN6,,true,false,0.8,openfigi
6420,Galilei Co Ltd,CA,TSE,false,resolved,,JT,XTKS,6420,numeric_suffixed,ordinary,JP,JPY,BBG000BM4JB0,BBG001S7LF04,,true,false,0.95,openfigi
6420,Galilei Co Ltd,CA,TSE,false,resolved,,US,OOTC,FKSHF,us,ordinary,US,USD,BBG000C124S2,BBG001S7LF04,,false,true,0.9,finnhub_directory
6455,Morita Holdings Corp,CA,TSE,false,resolved,,JT,XTKS,6455,numeric_suffixed,ordinary,JP,JPY,BBG000BLS189,BBG001S6FLQ2,,true,false,0.95,openfigi
6455,Morita Holdings Corp,CA,TSE,false,resolved,,US,OOTC,MRTAF,us,other,US,USD,,,,false,true,0.75,finnhub_directory
669,Techtronic Industries Co Ltd,HK,SEHK,false,resolved,,HK,XHKG,669,numeric_suffixed,ordinary,HK,HKD,BBG000BFGXV9,BBG001S6PQ26,,true,false,0.95,openfigi
669,Techtronic Industries Co Ltd,HK,SEHK,false,resolved,,US,OOTC,TTNDF,us,ordinary,US,USD,BBG000BYH049,BBG001S6PQ26,,false,true,0.9,finnhub_directory
6745,Hochiki Corp,CA,TSE,false,resolved,,JT,XTKS,6745,numeric_suffixed,ordinary,JP,JPY,BBG000BLXFF4,BBG001S6FNR7,,true,false,0.95,openfigi
690D,Qingdao Haier Co Ltd,US,DB,false,resolved,"likely renamed: catalogue says ""Qingdao Haier Co Ltd"", venue says ""HAIER SMART HOME CO LTD-D""",GR,XETR,690D,numeric_suffixed,ordinary,DE,EUR,BBG00LYLGGS6,BBG00LYLGH77,,true,false,0.6,openfigi
690D,Qingdao Haier Co Ltd,US,DB,false,resolved,"likely renamed: catalogue says ""Qingdao Haier Co Ltd"", venue says ""HAIER SMART HOME CO LTD-D""",US,OOTC,QIHCF,us,ordinary,US,USD,BBG00YQ78NX6,BBG00LYLGH77,,false,true,0.6,finnhub_directory
857,PetroChina Co Ltd Class H,HK,SEHK,false,resolved,,HK,XHKG,857,numeric_suffixed,ordinary,HK,HKD,BBG000BFNTD0,BBG001S8X609,,true,false,0.95,openfigi
857,PetroChina Co Ltd Class H,HK,SEHK,false,resolved,,US,OOTC,PCCYF,us,ordinary,US,USD,BBG000BJX0B6,BBG001S8X609,,false,true,0.9,finnhub_directory
8630,Sompo Holdings Inc,CA,TSE,false,resolved,,JT,XTKS,8630,numeric_suffixed,ordinary,JP,JPY,BBG000QDQJK0,BBG001T6WHS9,,true,false,0.95,openfigi
8630,Sompo Holdings Inc,CA,TSE,false,resolved,,US,OOTC,NHOLF,us,ordinary,US,USD,BBG002GPH9Q6,BBG001T6WHS9,,false,true,0.9,finnhub_directory
8725,MS&AD Insurance Group Holdings,CA,TSE,false,resolved,"name match 0.92 against ""MS&AD INSURANCE GROUP HOLDIN""",JT,XTKS,8725,numeric_suffixed,ordinary,JP,JPY,BBG000MD5N28,BBG001SQB1N9,,true,false,0.95,openfigi
8725,MS&AD Insurance Group Holdings,CA,TSE,false,resolved,"name match 0.92 against ""MS&AD INSURANCE GROUP HOLDIN""",US,OOTC,MSADF,us,ordinary,US,USD,BBG000VF5X21,BBG001SQB1N9,,false,true,0.9,finnhub_directory
8750,Dai-ichi Life Holdings Inc,CA,TSE,false,resolved,,JT,XTKS,8750,numeric_suffixed,ordinary,JP,JPY,BBG000HRVQ09,BBG001S9CVP8,,true,false,0.95,openfigi
8750,Dai-ichi Life Holdings Inc,CA,TSE,false,resolved,,US,OOTC,DCNSF,us,ordinary,US,USD,BBG0018VG1L7,BBG001S9CVP8,,false,true,0.9,finnhub_directory
8766,"Tokio Marine Holdings, Inc.",CA,TSE,false,resolved,,JT,XTKS,8766,numeric_suffixed,ordinary,JP,JPY,BBG000BBN7R2,BBG001S5YXD1,,true,false,0.95,openfigi
8766,"Tokio Marine Holdings, Inc.",CA,TSE,false,resolved,,US,OOTC,TKOMF,us,ordinary,US,USD,BBG000MGSMK8,BBG001S5YXD1,,false,true,0.9,finnhub_directory
8766,"Tokio Marine Holdings, Inc.",CA,TSE,false,resolved,,US,OOTC,TKOMY,us,adr,US,USD,BBG000MGPXY2,BBG001SKCTK3,,false,true,0.75,finnhub_directory
9022,Central Japan Railway Co.,CA,TSE,false,resolved,,JT,XTKS,9022,numeric_suffixed,ordinary,JP,JPY,BBG000JD6R86,BBG001SB2G40,,true,false,0.95,openfigi
9022,Central Japan Railway Co.,CA,TSE,false,resolved,,US,OOTC,CJPRF,us,ordinary,US,USD,BBG000P19QP5,BBG001SB2G40,,false,true,0.9,finnhub_directory
A,Agilent Technologies Inc,US,NYSE,true,resolved,matched US directory as A,US,XNYS,A,us,ordinary,US,USD,BBG000C2V3D6,BBG001SCTQY4,,true,true,0.95,finnhub_directory
AAF,Airtel Africa Plc,GB,LSE,false,resolved,,LN,XLON,AAF,suffixed,ordinary,GB,GBP,BBG00PBWXCZ0,BBG00MCFH5Y7,,true,false,0.95,openfigi
AAF,Airtel Africa Plc,GB,LSE,false,resolved,,US,OOTC,AAFRF,us,ordinary,US,USD,BBG00X4SYK90,BBG00MCFH5Y7,,false,true,0.9,finnhub_directory
AAF,Airtel Africa Plc,GB,LSE,false,resolved,,US,OOTC,AARTY,us,adr,US,USD,BBG0175XTW30,BBG0175XTWY6,,false,true,0.75,finnhub_directory
AAL,American Airlines Group,US,NASDAQGS,true,resolved,matched US directory as AAL,US,XNAS,AAL,us,ordinary,US,USD,BBG005P7Q881,BBG005P7Q907,,true,true,0.95,finnhub_directory
AAMI,Acadian Asset Management Inc,US,NYSE,true,resolved,matched US directory as AAMI,US,XNYS,AAMI,us,ordinary,US,USD,BBG00P2HLNY3,BBG00P2HLNZ2,,true,true,0.95,finnhub_directory
AAON,AAON Inc,US,NASDAQGS,true,resolved,matched US directory as AAON,US,XNAS,AAON,us,ordinary,US,USD,BBG000C2LZP3,BBG001S6CZK0,,true,true,0.95,finnhub_directory
AAPL,Apple Inc,US,NASDAQGS,true,resolved,matched US directory as AAPL,US,XNAS,AAPL,us,ordinary,US,USD,BBG000B9XRY4,BBG001S5N8V8,,true,true,0.95,finnhub_directory
ABBV,AbbVie Inc,US,NYSE,true,resolved,matched US directory as ABBV,US,XNYS,ABBV,us,ordinary,US,USD,BBG0025Y4RY4,BBG0025Y4RZ3,,true,true,0.95,finnhub_directory
ABNB,Airbnb Inc,US,NASDAQGS,true,resolved,matched US directory as ABNB,US,XNAS,ABNB,us,ordinary,US,USD,BBG001Y2XS07,BBG001Y2XS16,,true,true,0.95,finnhub_directory
ABT,Abbott Laboratories,US,NYSE,true,resolved,matched US directory as ABT,US,XNYS,ABT,us,ordinary,US,USD,BBG000B9ZXB4,BBG001S5N9M6,,true,true,0.95,finnhub_directory
ABX,Abacus Global Management Inc,US,NYSE,true,resolved,matched US directory as ABX,US,XNYS,ABX,us,ordinary,US,USD,BBG00VY1KB95,BBG00VY1KBC1,,true,true,0.95,finnhub_directory
ACA,Arcosa Inc,US,NYSE,true,resolved,matched US directory as ACA,US,XNYS,ACA,us,ordinary,US,USD,BBG00JGMWFM9,BBG00JGMWGB9,,true,true,0.95,finnhub_directory
ACAD,ACADIA Pharmaceuticals Inc,US,NASDAQGS,true,resolved,matched US directory as ACAD,US,XNAS,ACAD,us,ordinary,US,USD,BBG000BHG9K0,BBG001SB06N3,,true,true,0.95,finnhub_directory
ACEL,Accel Entertainment Inc,US,NYSE,true,resolved,matched US directory as ACEL,US,XNYS,ACEL,us,ordinary,US,USD,BBG00GX221W3,BBG00GX221Z0,,true,true,0.95,finnhub_directory
ACGL,Arch Capital Group Ltd,BM,NASDAQGS,true,resolved,matched US directory as ACGL,US,XNAS,ACGL,us,ordinary,US,USD,BBG000HXNN20,BBG001S9HZ74,,true,true,0.95,finnhub_directory
ACGY.F,Subsea 7 S.A.,US,OTCPK,false,resolved,resolved by name search to ACGYF on US,US,XNYS,ACGYF,us,ordinary,US,USD,BBG000BS4126,BBG001SD36Q3,,true,true,0.7,finnhub_directory
ACGY.F,Subsea 7 S.A.,US,OTCPK,false,resolved,resolved by name search to ACGYF on US,US,OOTC,SUBCY,us,adr,US,USD,BBG000BS3NJ1,BBG001SHCXC0,,false,true,0.7,finnhub_directory
